1 Facility Name,2 Street Address,3 city,4 state,5 ZIP Code,6 Phone,7 Designation,acr_site_id,facility_id,Registry Participant
Baptist Memorial Hosptial-Huntingdon,631 Rb Wilson Dr,Huntingdon,TN,38344-1727,731-986-7252,LCSR,10073484,100978,YES
Erlanger North Hospital,632 Morrison Springs Rd,Chattanooga,TN,37415-3402,423-778-3300,LCSR,10060033,105109,YES
Guam Radiology Consultants,633 Governor Carlos Camacho Road Guam Medical Plaza Suite 210,Tamuning,GU,96913,671-649-1001,Lung Cancer Screening Designated Site,10089173,104175,YES
Radiology & Imaging Specialists,635 1st St N,Winter Haven,FL,33881-4129,863-294-0670,LCSR,10093486,111016,YES
Story County Medical Center,640 18th Street Pl,Nevada,IA,50201-2421,515-382-2111,LCSR,10093637,115331,YES
New York Cancer and Blood Specialists - SH,640 County Road 39,Southampton,NY,11968-5219,631-751-3000,Lung Cancer Screening Designated Site,10098497,116219,YES
Regions Hospital,640 Jackson St,Saint Paul,MN,55101-2502,651-254-4627,LCSR,10063904,109232,YES
Logan Health-Shelby,640 Park Ave,Shelby,MT,59474-1663,406-434-3262,LCSR,10078098,109332,YES
Illini Community Hospital,640 W Washington St,Pittsfield,IL,62363-1350,217-285-2113,LCSR,10063954,107270,YES
IU Health Paoli,642 W Hospital Rd,Paoli,IN,47454-9672,812-723-2811,LCSR,10071459,115104,YES
Saint Marys Center For Health,645 N Arlington Ave Ste 250,Reno,NV,89503-4442,775-770-3771,Lung Cancer Screening Designated Site,10061242,107240,YES
Clifton Park Advanced Imaging,648 Plank Rd,Clifton Park,NY,12065-2064,186-881-1177,LCSR,10063630,109382,YES
MSKCC-Commack,650 Commack Rd,Commack,NY,11725-5404,631-623-4300,LCSR,10075348,114766,YES
Central Arkansas Lung,650 United Dr Ste 200,Conway,AR,72032-7001,501-852-5500,LCSR,10074850,114821,YES
Fayette County Hospital,650 W Taylor St,Vandalia,IL,62471-1227,618-283-1231,LCSR,10064118,107267,YES
Morrow County Hospital,651 W Marion Rd,Mount Gilead,OH,43338-1027,419-949-3090,LCSR,10061614,103969,YES
Hackettstown Medical Center,651 Willow Grove St,Hackettstown,NJ,07840-1799,908-979-8741,Lung Cancer Screening Designated Site,10062623,105108,YES
Cleveland Clinic Union Hospital Association,659 Boulevard,Dover,OH,44622,330-602-0775,LCSR,10073090,106557,YES
AdventHealth Imaging Altamonte Springs,661 E Altamonte Dr,Altamonte Springs,FL,32701-5105,407-303-2200,LCSR,10079360,106852,YES
Roswell Park Cancer Institute,666 Elm St,Buffalo,NY,14263-0001,716-845-4593,Lung Cancer Screening Designated Site,10060818,3535,YES
Roswell Park Cancer Institute,666 Elm Street Elm & Carlton Streets,Buffalo,NY,14263-0001,,Lung Cancer Screening Designated Site,10084424,3535,NO
Northeast Radiology/MK,666 Lexington Ave,Mount Kisco,NY,10549-3632,845-278-6200,LCSR,10082383,100531,YES
Mercy Health St Joseph Health Center,667 Eastland Ave SE,Warren,OH,44484-4503,330-841-4882,LCSR,10083606,102025,YES
Hawaii Radiologic Associates Ltd,670 Ponahawai St Ste 110,Hilo,HI,96720-7831,808-933-2540,Lung Cancer Screening Designated Site,10065248,105254,YES
RAYUS Radiology Burnsville,675 E Nicollet Blvd Ste 150,Burnsville,MN,55337-6742,952-738-4381,LCSR,10086513,100639,YES
Radiology Ltd. Wilmot Center for Diagnostic Imaging & Treatment,677 N Wilmot Rd,Tucson,AZ,85711-2701,520-571-9599,Lung Cancer Screening Designated Site,10067113,105589,YES
Signature Healthcare,680 Centre St,Brockton,MA,02302-3308,508-941-7150,Lung Cancer Screening Designated Site,10070106,101737,YES
Zwanger Pesiri Radiology - Plainview,680 Old Country Rd,Plainview,NY,11803-4911,631-225-7200,LCSR,10106420,104767,YES
Diagnostic and Specialty Center of Cheshire,680 S Main St,Cheshire,CT,06410-3181,203-272-3595,LCSR,10086775,101389,YES
Northside Holly Springs Imaging,684 Sixes Rd Ste 100,Holly Springs,GA,30115-8720,678-388-5460,LCSR,10060721,110941,YES
Lancaster General Women & Babies Hospital,690 Good Dr,Lancaster,PA,17601-2433,717-544-5941,Lung Cancer Screening Designated Site,10077723,8155,YES
Women's Institute @ Boca Raton Regional,690 Meadows Rd,Boca Raton,FL,33486-2344,561-955-5000,LCSR,10073820,101769,YES
Crestwood Out Patient Diagnostics Center,700 Airport Rd SW Ste H,Huntsville,AL,35802-4360,256-429-5608,LCSR,10063650,112205,YES
Covenant HealthCare,700 Cooper Ave,Saginaw,MI,48602-5383,989-583-7900,Lung Cancer Screening Designated Site,10067887,105377,YES
CHRISTUSGSMC,700 E Marshall Ave,Longview,TX,75601-5580,903-315-2435,LCSR,10075319,114731,YES
CIS,700 E Morehead St,Charlotte,NC,28202-2788,704-334-7800,LCSR,10081604,101399,YES
UnityPoint Health - Des Moines ILH,700 E University Ave,Des Moines,IA,50316-2302,515-263-5205,LCSR,10067179,105897,YES
RRC Naples,700 Goodlette Rd N,Naples,FL,34102,239-936-2316,LCSR,10106443,104698,YES
Susquehanna Health-WRMC,700 High St,Williamsport,PA,17701-3100,570-321-2524,LCSR,10062554,104323,YES
GRAND VIEW HOSPITAL,700 Lawn Ave,Sellersville,PA,18960-1548,215-453-4998,Lung Cancer Screening Designated Site,10061859,104290,YES
Baylor Scott & White Medical Center - Brenham,700 Medical Pkwy,Brenham,TX,77833-5413,979-337-5000,LCSR,10077209,115232,YES
Inspira Medical Center at Mullica Hill,700 Mullica Hill Rd,Mullica Hill,NJ,08062-4413,856-508-3579,LCSR,10080674,115698,YES
Imaging Specialists of Glendale,700 N Central Ave Ste 100,Glendale,CA,91203-3283,818-480-7234,LCSR,10060317,106191,YES
Vancouver Clinic - 87th,700 NE 87th Ave,Vancouver,WA,98664-1913,360-397-3144,LCSR,10063500,114940,YES
Moses Taylor Hospital,700 Quincy Ave,Scranton,PA,18510-1724,570-770-7318,LCSR,10061424,107735,YES
Lake District Hospital,700 S J St,Lakeview,OR,97630-1623,541-947-2114,LCSR,10067799,110712,YES
Gritman Medical Center,700 S Main St,Moscow,ID,83843-3056,208-883-2228,LCSR,10063279,103667,YES
Scott & White Hospital – College Station,700 Scott and White Dr,College Station,TX,77845-6441,979-207-0100,LCSR,10062520,106755,YES
Statesville Imaging,700 Sullivan Rd Ste B,Statesville,NC,28677-3440,704-871-8115,Lung Cancer Screening Designated Site,10066454,114444,YES
Kootenai Outpatient Imaging,700 W Ironwood Dr Ste 175,Coeur D Alene,ID,83814-4401,208-625-6302,LCSR,10071069,106062,YES
Mayo Clinic Health System - LaCrosse,700 West Ave S,La Crosse,WI,54601-4783,608-392-4490,LCSR,10070159,105863,YES
Sanford Clear Lake Medical Center,701 3rd Ave S,Clear Lake,SD,57226-2016,605-874-2141,LCSR,10062683,112669,YES
Mercy Medical Center,701 10th St SE,Cedar Rapids,IA,52403-1251,319-398-6050,LCSR,10068019,100868,YES
Cambridge Medical Center,701 Dellwood St S,Cambridge,MN,55008-1920,763-688-7947,Lung Cancer Screening Designated Site,10066315,107785,YES
KINSTON,701 Doctors Dr Ste M,Kinston,NC,28501-1584,252-752-5000,LCSR,10065393,103355,YES
Horn Memorial Hospital,701 E 2nd St,Ida Grove,IA,51445-1666,712-364-7239,LCSR,10066294,106953,YES
Berwick Hospital Center,701 E 16th St,Berwick,PA,18603-2316,570-759-5131,LCSR,10076544,114570,YES
Hoopeston Regional Health Center,701 E Orange St,Hoopeston,IL,60942-1801,217-283-8405,LCSR,10061742,114209,YES
Boone Memorial Hospital,701 Madison Ave,Madison,WV,25130-1669,304-369-8805,LCSR,10065087,114629,YES
Limestone Medical Center,701 McClintic Dr,Groesbeck,TX,76642-2128,254-729-3281,LCSR,10095405,114210,YES
Springfield Memorial Hospital,701 N 1st St,Springfield,IL,62781-0001,217-788-3187,LCSR,10061101,104391,YES
Phelps Memorial Hospital Center,701 N Broadway,Sleepy Hollow,NY,10591-1020,914-366-3448,Lung Cancer Screening Designated Site,10061280,103341,YES
Sandler Imaging Center of BRRH,701 NW 13th St,Boca Raton,FL,33486-2305,561-955-7263,Lung Cancer Screening Designated Site,10067272,107706,YES
Hennepin County Medical Center,701 Park Ave,Minneapolis,MN,55415-1623,612-873-2036,Lung Cancer Screening Designated Site,10061595,102143,YES
Princeton Baptist Medical Center,701 Princeton Ave SW,Birmingham,AL,35211-1303,205-783-3700,LCSR,10067779,112370,YES
Franciscan Health Munster,701 Superior Ave,Munster,IN,46321-4037,219-922-4200,LCSR,10072564,108906,YES
Health First Cape Canaveral Hospital,701 W Cocoa Beach Cswy,Cocoa Beach,FL,32931-3585,321-799-7111,LCSR,10060520,103906,YES
Gottlieb Memorial Hospital,701 W North Ave,Melrose Park,IL,60160-1612,708-216-3928,LCSR,10068113,110570,YES
Adventist Glen Oaks Hospital,701 Winthrop Ave,Glendale Heights,IL,60139-1405,630-545-8000,LCSR,10071422,106890,YES
Artesia General Hospital,702 13th St,Artesia,NM,88210,575-736-8158,LCSR,10071702,115317,YES
Lutheran Downtown Hospital,702 Van Buren St,Fort Wayne,IN,46802-3697,260-425-3994,LCSR,10105696,109085,YES
St Josephs University Medical Center,703 Main St,Paterson,NJ,07503-2621,973-754-2000,Lung Cancer Screening Designated Site,10065906,112556,YES
St Joseph's University Medical Center,703 Main St ground floor,Paterson,NJ,07503,973-754-2000,LCSR,10099482,115482,YES
MidMichigan Medical Center-Clare,703 N McEwan St,Clare,MI,48617-1440,989-802-5000,LCSR,10083556,104953,YES
Jefferson Radiology- Glastonbury Office,704 Hebron Ave Ste 100,Glastonbury,CT,06033-5020,860-289-3375,Lung Cancer Screening Designated Site,10062434,101141,YES
CHI HEALTH PLAINVIEW HOSPITAL,704 nth 3rd st,Plainview,NE,68769,402-582-4245,LCSR,10094301,105997,YES
Tanner Medical Center/Carrollton,705 Dixie St,Carrollton,GA,30117-3818,770-836-9660,LCSR,10062136,105977,YES
Mosaic Medical Center- Albany,705 N College St,Albany,MO,64402-1433,816-271-7003,LCSR,10061154,114831,YES
Washington County Hospital,705 S Grand St,Nashville,IL,62263-1534,618-327-8236,LCSR,10079427,107285,YES
Tanner Imaging Center,706 Dixie St Ste 100,Carrollton,GA,30117-3858,770-812-5979,LCSR,10093899,115770,YES
Genoa Community Hospital,706 Ewing St,Genoa,NE,68640-3035,402-993-2283,LCSR,10067136,112784,YES
Atrium Health Kings Mountain,706 W King St,Kings Mountain,NC,28086-2708,980-487-5432,Lung Cancer Screening Designated Site,10073377,50815,YES
St Clare Hospital,707 14th St,Baraboo,WI,53913-1539,608-356-1532,LCSR,10070303,100990,YES
Garnet Health Medical Center,707 E Main St,Middletown,NY,10940-2650,845-333-1000,LCSR,10065647,105392,YES
Rawlins County Health Center,707 Grant St,Atwood,KS,67730-1526,785-626-3211,LCSR,10064112,109083,YES
AdventHealth Murray,707 Old Dalton Ellijay Rd,Chatsworth,GA,30705-2029,706-695-4564,LCSR,10064556,105541,YES
Douglas County Memorial Hospital,708 8th St,Armour,SD,57313-2102,605-724-2159,LCSR,10070381,113931,YES
Community Memorial Healthcare,708 N 18th St,Marysville,KS,66508-1338,785-562-2311,LCSR,10076328,109322,YES
Midtown Medical Center,710 Center St,Columbus,GA,31901-1527,706-571-1261,Lung Cancer Screening Designated Site,10086058,104164,YES
Guthrie County Hospital,710 N 12th St,Guthrie Center,IA,50115-1544,641-332-3806,LCSR,10078216,109168,YES
Delaware Imaging Network-Dover,710 S Queen St,Dover,DE,19904-3567,302-734-9888,Lung Cancer Screening Designated Site,10087655,103989,YES
McLeod Health Cheraw,711 Chesterfield Hwy,Cheraw,SC,29520-7002,843-537-7881,LCSR,10069125,114806,YES
BayCare Outpatient Imaging (South Tampa),711 S Dale Mabry Hwy,Tampa,FL,33609-4445,813-548-7710,LCSR,10069178,105144,YES
Northwell Health Imaging at Garden City,711 Stewart Ave,Garden City,NY,11530-4731,516-321-3421,Lung Cancer Screening Designated Site,10062934,103604,YES
IC Latham,711 Troy Schenectady Rd,Latham,NY,12110-2442,518-786-1600,LCSR,10060904,109358,YES
Lake Region Healthcare,712 S Cascade St,Fergus Falls,MN,56537-2913,218-736-8341,LCSR,10081110,104307,YES
SENTARA GREENBRIER ADVANCED IMAGING CENTER,713 Volvo Pkwy Ste 130,Chesapeake,VA,23320-1614,757-282-4052,LCSR,10080595,104674,YES
Newport Hospital and Health Services,714 W Pine St,Newport,WA,99156-9046,509-447-9317,LCSR,10067288,112897,YES
Promedica Memorial Hospital,715 S Taft Ave,Fremont,OH,43420-3237,419-332-7321,Lung Cancer Screening Designated Site,10072111,103927,YES
Holy Name Medical Center,718 Teaneck Rd,Teaneck,NJ,07666-4245,201-833-3730,LCSR,10072235,100613,YES
Vanderbilt Imaging Services dba Hundred Oaks,719 Thompson Ln Ste 23300,Nashville,TN,37204-4686,615-936-3606,Lung Cancer Screening Designated Site,10077592,106293,YES
St Lukes Americana,720 Americana Blvd Suite 100,Boise,ID,83702-6733,208-381-2222,LCSR,10078586,106983,YES
Heritage Valley Sewickley,720 Blackburn Rd,Sewickley,PA,15143-1459,412-749-4245,LCSR,10067934,104973,YES
Center for Sport Sciences,720 Elm St,Wilmington,OH,45177-2878,937-283-9972,LCSR,10079918,112519,YES
Eskenazi Health,720 Eskenazi Ave,Indianapolis,IN,46202-5187,317-880-7510,Lung Cancer Screening Designated Site,10062210,112430,YES
St Margaret's Guild Diagnostic Breast Center,720 Eskenazi Avenue St Margaret's Guild Diagnostic Breast Center,Indianapolis,IN,46202,317-880-7280,Lung Cancer Screening Designated Site,10097836,456,NO
UNC Health Blue Ridge Valdese,720 Malcolm Blvd,Valdese,NC,28690,828-580-6953,Lung Cancer Screening Designated Site,10060944,109349,YES
Northside Riverstone,720 Transit Ave Ste 201 Bldg 200,Canton,GA,30114-2544,770-479-3660,LCSR,10063982,110942,YES
Susan B Allen Memorial Hospital,720 W Central Ave,El Dorado,KS,67042-2112,316-321-8718,LCSR,10066881,109377,YES
Decatur County Memorial Hospital,720N N Lincoln St,Greensburg,IN,47240-1327,812-663-1156,LCSR,10085244,113905,YES
Abington Blue Bell Campus,721 Arbor Way,Blue Bell,PA,19422-1974,215-540-2709,LCSR,10063575,101621,YES
The Medical Center at Albany,723 Burkesville Rd,Albany,KY,42602-1654,606-387-8000,Lung Cancer Screening Designated Site,10082830,116216,YES
Prosser Memorial Hospital,723 Memorial St,Prosser,WA,99350-1524,509-786-6650,LCSR,10066851,110769,YES
BOONE COUNTY HEALTH CENTER,723 W Fairview St,Albion,NE,68620-1725,402-395-3137,LCSR,10064092,105805,YES
Advanced Radiology-Maiden Choice,724 Maiden Choice Ln,Catonsville,MD,21228-5911,443-436-1106,Lung Cancer Screening Designated Site,10069077,114954,YES
Waukesha Memorial Hospital,725 American Ave,Waukesha,WI,53188-5031,262-928-2400,LCSR,10072308,100834,YES
Berkshire Medical Center,725 North St,Pittsfield,MA,01201-4109,413-447-2846,Lung Cancer Screening Designated Site,10060549,105374,YES
St Lukes Cancer Institute Twin Falls,725 Pole Line Rd W,Twin Falls,ID,83301-5860,208-814-1600,LCSR,10073275,110758,YES
Fulton County Health Center,725 S Shoop Ave,Wauseon,OH,43567-1702,419-330-2651,LCSR,10060478,105222,YES
Providence Seaside Hospital,725 S Wahanna Rd,Seaside,OR,97138-7735,503-215-4551,LCSR,10083672,101040,YES
Cancer Specialists of NF - Northside,725 Skymarks Dr Suite 10-1,Jacksonville,FL,32218-7248,904-367-2611,LCSR,10067820,115575,YES
U of L Jewish Hosp Shelbyville,727 Hospital Dr,Shelbyville,KY,40065-1660,502-647-4188,Lung Cancer Screening Designated Site,10066801,105619,YES
Bayshore Medical Center,727 N Beers St,Holmdel,NJ,07733-1514,732-962-7464,LCSR,10088070,116159,YES
Prisma Health Hillcrest Hospital,729 SE Main St,Simpsonville,SC,29681-3218,864-454-6184,LCSR,10078046,101633,YES
Essentia Health Hibbing Clinic,730 E 34th St,Hibbing,MN,55746-5109,218-263-1000,LCSR,10069134,105264,YES
Palm Bay Hospital-Malabar,730 Malabar Rd NE,Palm Bay,FL,32907,321-725-4500,LCSR,10102657,104458,YES
Roper Hospital Diagnostics and ER-Moncks Corn,730 Stony Landing Rd,Moncks Corner,SC,29461-2904,843-719-5575,LCSR,10074344,105404,YES
Jerold Phelps Community Hospital,733 Cedar St,Garberville,CA,95542-3201,707-923-3921,LCSR,10072784,114234,YES
Palm Beach Radiology,733 US Highway 1 Bldg 2B,North Palm Beach,FL,33408-4513,561-841-8588,Lung Cancer Screening Designated Site,10067639,103926,YES
Forest City Diagnostic Imaging,735 N Perryville Rd Lowr Level # 3,Rockford,IL,61107-6236,815-398-1300,Lung Cancer Screening Designated Site,10086091,13046,YES
AdventHealth Wauchula,735 S 5th Ave,Wauchula,FL,33873-3158,863-767-8383,LCSR,10062703,115515,YES
Chesapeake Regional Medical Center,736 Battlefield Blvd N,Chesapeake,VA,23320-4941,757-312-3012,Lung Cancer Screening Designated Site,10077372,106798,YES
Steward St Elizabeth's Medical Center of Boston Inc,736 Cambridge Street CMP - 4 Radiology,Brighton,MA,02135,617-789-3160,Lung Cancer Screening Designated Site,10094279,875,YES
Crouse Hospital,736 Irving Ave,Syracuse,NY,13210-1687,315-470-7111,LCSR,10066741,105373,YES
Crouse Imaging Center,739 Irving Ave Ste 150,Syracuse,NY,13210-1651,315-470-5880,Lung Cancer Screening Designated Site,10076084,141,YES
DrHadleyJFalk Breast Health Center at Crouse Hospital,739 Irving Avenue 1st Floor/ Breast Center,Syracuse,NY,13210,,Lung Cancer Screening Designated Site,10101253,141,NO
Middle Tennessee Imaging Smyrna,741 President Pl Ste 100,Smyrna,TN,37167-6808,615-220-0674,Lung Cancer Screening Designated Site,10088991,105857,YES
LeConte Medical Center,742 Middle Creek Rd,Sevierville,TN,37862-5019,865-446-8050,LCSR,10067613,106683,YES
Northeast Georgia Medical Center -master,743 Spring St NE,Gainesville,GA,30501-3715,770-219-1309,LCSR,10072150,100813,YES
Bellin Memorial Hospital Inc,744 S Webster Ave,Green Bay,WI,54301-3505,920-433-3500,LCSR,10069424,110725,YES
Winner Regional Healthcare Center CT,745 E 8th St,Winner,SD,57580-2631,605-842-7139,LCSR,10076615,114769,YES
Piedmont Newnan Hospital,745 Poplar Rd,Newnan,GA,30265-1618,770-400-1000,LCSR,10071178,105468,YES
Regional Hospital of Scranton,746 Jefferson Ave,Scranton,PA,18510-1624,570-770-3032,LCSR,10073466,109353,YES
West Deptford,748 Kings Hwy,West Deptford,NJ,08096-3157,856-848-4998,Lung Cancer Screening Designated Site,10060375,101921,YES
Fairview Range Medical Center and Clinics,750 E 34th St,Hibbing,MN,55746-2341,318-362-6443,LCSR,10062576,106600,YES
Thomas Hospital,750 Morphy Ave,Fairhope,AL,36532-1812,251-435-2821,LCSR,10063600,105253,YES
New York Cancer and Blood Specialists - RH,750 Old Country Rd,Riverhead,NY,11901-2153,631-751-3000,Lung Cancer Screening Designated Site,10061392,116213,YES
Pavilion Imaging,750 Wellington Ave,Grand Junction,CO,81501-6132,970-298-9507,Lung Cancer Screening Designated Site,10062076,100867,YES
Meadville Medical Center,751 Liberty St Radiology Department,Meadville,PA,16335,814-373-3497,Lung Cancer Screening Designated Site,10071412,104336,YES
Swedish Medical Center-Issaquah Imaging,751 NE Blakely Dr,Issaquah,WA,98029-6201,425-313-5400,LCSR,10068411,107245,YES
CHRISTUS Hospital St Elizabeth Outpatient Pavilion,755 N 11th St Ste 1091,Beaumont,TX,77702-1500,409-236-7895,Lung Cancer Screening Designated Site,10066498,1836,YES
Excelsior Integrated Medical Group PLLC,758 61st St,Brooklyn,NY,11220-4212,212-335-0328,LCSR,10083799,104272,YES
Dickson Medical Associates,758 Highway 46 S,Dickson,TN,37055-2556,615-441-4441,LCSR,10077491,111001,YES
Baystate Medical Center,759 Chestnut St,Springfield,MA,01199-1001,413-794-3333,Lung Cancer Screening Designated Site,10060024,103284,YES
Zwanger Pesiri Radiology - West Islip,759 Montauk Hwy,West Islip,NY,11795-4900,631-225-7200,LCSR,10063956,104772,YES
Shenandoah Memorial Hospital - child,759 S Main St,Woodstock,VA,22664-1154,540-459-1100,LCSR,10068056,109364,YES
Penn Highlands Elk,763 Johnsonburg Rd,Saint Marys,PA,15857-3417,814-788-8898,Lung Cancer Screening Designated Site,10070959,104129,YES
Zwanger Pesiri Radiology - Commack,763 Larkfield Rd,Commack,NY,11725-3131,631-225-7200,LCSR,10070170,104770,YES
San Diego Imaging - Chula Vista,765 Medical Center Ct,Chula Vista,CA,91911-6600,619-397-6577,LCSR,10070239,105948,YES
